"edad","sexo","nrodepen","fonopart","fonolab","autovaluo","esaval","tieneaval","antiguedad","tiporenta","dpto","morosidad"
42,"M",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
42,"F",1,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
42,"F",1,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
42,"M",1,"Si","Si","Si","No","No",14,"Variable","Trujillo","No Moroso"
42,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
42,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
42,"F",0,"Si","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
42,"F",0,"Si","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
42,"F",0,"Si","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
42,"M",0,"Si","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
42,"M",0,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
42,"M",0,"No","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
42,"M",0,"Si","No","Si","Si","No",14,"Variable","Trujillo","No Moroso"
42,"M",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
42,"F",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
42,"M",0,"No","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
42,"F",0,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"M",5,"No","No","No","No","No",14,"Variable","Trujillo","Moroso"
43,"F",3,"Si","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
43,"F",3,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"M",3,"Si","Si","No","Si","No",14,"Variable","Trujillo","No Moroso"
43,"F",3,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",3,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",2,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
43,"F",2,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
43,"F",2,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
43,"F",2,"No","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
43,"M",2,"Si","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
43,"M",2,"No","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
43,"F",2,"No","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
43,"M",2,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",2,"Si","Si","Si","Si","No",14,"Variable","Trujillo","No Moroso"
43,"F",2,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"M",2,"Si","Si","Si","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",2,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",2,"Si","Si","No","No","Si",14,"Variable","Trujillo","No Moroso"
43,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",2,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",2,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",2,"Si","Si","No","Si","Si",14,"Variable","Trujillo","No Moroso"
43,"F",1,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
43,"F",1,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
43,"M",1,"Si","No","Si","No","No",14,"Fijo","Trujillo","No Moroso"
43,"F",1,"Si","Si","No","Si","No",14,"Fijo","Trujillo","No Moroso"
43,"M",1,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
43,"F",1,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"M",1,"No","Si","Si","No","No",14,"Variable","Trujillo","No Moroso"
43,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"M",1,"Si","Si","No","Si","No",14,"Variable","Trujillo","No Moroso"
43,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",1,"Si","Si","No","Si","Si",14,"Variable","Trujillo","No Moroso"
43,"M",0,"No","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
43,"F",0,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
43,"M",0,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
43,"F",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
43,"F",0,"No","No","No","No","Si",14,"Variable","Trujillo","No Moroso"
43,"F",0,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",5,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",5,"Si","No","No","No","No",14,"Variable","Trujillo","Moroso"
44,"F",4,"No","Si","No","Si","Si",14,"Fijo","Trujillo","Moroso"
44,"M",4,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
44,"F",3,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
44,"F",3,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",3,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",3,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",3,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
44,"F",3,"No","No","No","Si","Si",14,"Variable","Trujillo","No Moroso"
44,"F",3,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",2,"Si","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
44,"M",2,"Si","Si","Si","No","No",14,"Fijo","Trujillo","No Moroso"
44,"M",2,"No","Si","No","Si","No",14,"Fijo","Trujillo","No Moroso"
44,"M",2,"Si","Si","No","Si","No",14,"Fijo","Trujillo","No Moroso"
44,"F",2,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
44,"F",2,"No","No","No","Si","Si",14,"Variable","Trujillo","No Moroso"
44,"M",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"F",2,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",2,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"F",2,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"M",2,"Si","Si","No","Si","Si",14,"Variable","Trujillo","No Moroso"
44,"M",2,"Si","No","No","No","Si",14,"Variable","Trujillo","No Moroso"
44,"F",2,"No","No","No","Si","No",14,"Variable","Trujillo","No Moroso"
44,"M",1,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
44,"F",1,"Si","No","No","No","Si",14,"Fijo","Trujillo","No Moroso"
44,"F",1,"No","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
44,"F",1,"Si","Si","No","Si","No",14,"Fijo","Trujillo","No Moroso"
44,"F",1,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
44,"F",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"F",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
44,"F",1,"No","Si","Si","Si","No",14,"Variable","Trujillo","No Moroso"
44,"M",1,"No","No","Si","No","Si",14,"Variable","Trujillo","No Moroso"
44,"F",1,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
44,"F",0,"Si","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
44,"M",0,"No","Si","Si","No","No",14,"Fijo","Trujillo","No Moroso"
44,"M",0,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
44,"M",0,"No","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
44,"F",0,"No","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
45,"F",5,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
45,"F",4,"Si","No","No","No","Si",14,"Fijo","Trujillo","Moroso"
45,"F",3,"No","Si","No","Si","No",14,"Fijo","Trujillo","No Moroso"
45,"F",3,"Si","Si","Si","No","Si",14,"Variable","Trujillo","No Moroso"
45,"M",3,"Si","Si","No","No","Si",14,"Variable","Trujillo","No Moroso"
45,"M",3,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
45,"F",3,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
45,"M",3,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
45,"F",2,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
45,"F",2,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
45,"F",2,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
45,"F",2,"No","Si","No","No","No",14,"Fijo","Trujillo","Moroso"
45,"F",2,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
45,"M",2,"No","No","No","Si","Si",14,"Variable","Trujillo","No Moroso"
45,"M",2,"No","No","No","No","Si",14,"Variable","Trujillo","No Moroso"
45,"M",2,"No","No","Si","Si","No",14,"Variable","Trujillo","No Moroso"
45,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
45,"F",2,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
45,"F",1,"Si","No","No","No","Si",14,"Fijo","Trujillo","No Moroso"
45,"F",1,"Si","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
45,"F",1,"Si","No","Si","No","Si",14,"Fijo","Trujillo","No Moroso"
45,"F",1,"No","Si","No","Si","No",14,"Fijo","Trujillo","No Moroso"
45,"F",1,"No","No","No","Si","No",14,"Variable","Trujillo","No Moroso"
45,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
45,"F",1,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
45,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
45,"M",1,"Si","Si","Si","No","No",14,"Variable","Trujillo","No Moroso"
45,"F",1,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
45,"F",0,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
45,"F",0,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
45,"F",0,"Si","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
45,"M",0,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
45,"F",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
45,"M",0,"No","No","No","Si","Si",14,"Variable","Trujillo","No Moroso"
46,"F",5,"No","Si","Si","Si","Si",14,"Fijo","Trujillo","Moroso"
46,"F",3,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
46,"F",3,"No","Si","Si","Si","Si",14,"Fijo","Trujillo","No Moroso"
46,"F",2,"Si","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
46,"M",2,"Si","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
46,"M",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
46,"M",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
46,"F",2,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
46,"F",1,"No","Si","No","Si","No",14,"Fijo","Trujillo","No Moroso"
46,"F",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
47,"F",4,"No","No","Si","No","Si",14,"Variable","Trujillo","No Moroso"
47,"M",3,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
47,"M",3,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
47,"F",3,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
47,"F",2,"Si","Si","Si","Si","No",14,"Variable","Trujillo","No Moroso"
47,"F",2,"Si","Si","No","Si","Si",14,"Variable","Trujillo","No Moroso"
47,"F",2,"Si","No","No","Si","Si",14,"Variable","Trujillo","No Moroso"
47,"F",2,"Si","Si","Si","No","Si",14,"Variable","Trujillo","No Moroso"
47,"M",1,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
47,"F",1,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
48,"F",5,"Si","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
48,"M",4,"Si","No","Si","No","No",14,"Variable","Trujillo","Moroso"
48,"F",2,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
48,"F",2,"Si","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
48,"F",2,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
48,"M",2,"Si","Si","No","No","No",14,"Fijo","Trujillo","Moroso"
48,"F",2,"No","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
48,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
48,"M",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
48,"M",2,"No","No","No","Si","No",14,"Variable","Trujillo","No Moroso"
48,"M",1,"Si","Si","Si","Si","No",14,"Variable","Trujillo","No Moroso"
48,"F",0,"No","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
48,"F",0,"Si","Si","No","Si","Si",14,"Variable","Trujillo","No Moroso"
48,"M",0,"No","No","No","Si","Si",14,"Variable","Trujillo","No Moroso"
49,"M",4,"No","No","No","No","No",14,"Fijo","Trujillo","Moroso"
49,"M",4,"No","No","No","No","No",14,"Variable","Trujillo","Moroso"
49,"F",3,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
49,"F",3,"Si","Si","Si","Si","Si",14,"Variable","Trujillo","No Moroso"
49,"M",3,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
49,"F",3,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
49,"F",3,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
49,"M",2,"No","Si","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
49,"F",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
49,"M",0,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
50,"M",3,"No","No","Si","No","No",14,"Fijo","Trujillo","No Moroso"
50,"M",3,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
50,"M",3,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
50,"M",2,"Si","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
50,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
50,"F",2,"Si","Si","Si","No","No",14,"Variable","Trujillo","No Moroso"
50,"M",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
50,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
50,"M",1,"No","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
50,"F",1,"No","No","Si","No","Si",14,"Variable","Trujillo","No Moroso"
50,"M",1,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
50,"M",1,"No","No","No","No","Si",14,"Variable","Trujillo","No Moroso"
50,"F",0,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
50,"M",0,"No","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
51,"F",4,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
51,"F",3,"Si","Si","No","Si","No",14,"Fijo","Trujillo","No Moroso"
51,"F",3,"No","Si","Si","Si","Si",14,"Fijo","Trujillo","No Moroso"
51,"F",2,"No","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
51,"M",2,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
51,"M",2,"No","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
51,"F",2,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
51,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
51,"F",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
51,"F",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
51,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
51,"F",1,"No","No","No","Si","Si",14,"Variable","Trujillo","No Moroso"
51,"M",0,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
52,"F",5,"No","No","No","No","No",14,"Variable","Trujillo","Moroso"
52,"M",4,"Si","Si","No","Si","Si",14,"Variable","Trujillo","Moroso"
52,"F",3,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
52,"F",1,"No","Si","No","Si","No",14,"Fijo","Trujillo","No Moroso"
52,"F",1,"Si","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
52,"M",1,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
52,"M",1,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
52,"F",1,"Si","Si","No","No","Si",14,"Variable","Trujillo","No Moroso"
52,"M",0,"Si","No","No","No","No",14,"Fijo","Trujillo","No Moroso"
53,"M",5,"Si","Si","No","Si","No",14,"Fijo","Trujillo","Moroso"
53,"F",4,"No","Si","No","Si","Si",14,"Fijo","Trujillo","Moroso"
53,"M",3,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
53,"F",3,"Si","Si","Si","Si","No",14,"Variable","Trujillo","No Moroso"
53,"F",3,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
53,"F",2,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
53,"M",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
53,"F",2,"No","No","No","Si","No",14,"Variable","Trujillo","No Moroso"
53,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
53,"M",1,"No","Si","Si","No","No",14,"Variable","Trujillo","No Moroso"
53,"F",1,"No","No","No","No","Si",14,"Variable","Trujillo","No Moroso"
53,"F",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
53,"F",0,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
54,"F",3,"Si","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
54,"F",3,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
54,"F",2,"Si","Si","No","Si","No",14,"Fijo","Trujillo","No Moroso"
54,"M",2,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
54,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
54,"M",1,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
54,"M",0,"Si","Si","No","Si","Si",14,"Variable","Trujillo","No Moroso"
55,"M",4,"No","No","Si","Si","Si",14,"Variable","Trujillo","No Moroso"
55,"F",3,"Si","Si","Si","Si","Si",14,"Fijo","Trujillo","No Moroso"
55,"F",3,"Si","Si","Si","No","No",14,"Variable","Trujillo","No Moroso"
55,"F",2,"Si","Si","Si","No","Si",14,"Fijo","Trujillo","No Moroso"
55,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
55,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
55,"M",1,"Si","Si","Si","No","No",14,"Variable","Trujillo","No Moroso"
55,"F",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
55,"F",1,"Si","Si","Si","No","No",14,"Variable","Trujillo","No Moroso"
55,"M",0,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
56,"F",5,"No","Si","No","No","Si",14,"Fijo","Trujillo","Moroso"
56,"F",2,"Si","No","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
56,"F",2,"Si","No","No","No","No",14,"Fijo","Trujillo","No Moroso"
56,"F",2,"Si","No","Si","Si","Si",14,"Variable","Trujillo","No Moroso"
56,"M",1,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
56,"F",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
56,"F",1,"No","No","No","Si","No",14,"Variable","Trujillo","No Moroso"
56,"M",1,"No","No","Si","Si","No",14,"Variable","Trujillo","No Moroso"
56,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
56,"M",0,"No","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
56,"F",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
56,"F",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
57,"M",2,"Si","No","Si","No","Si",14,"Variable","Trujillo","No Moroso"
57,"M",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
58,"F",3,"No","Si","Si","Si","No",14,"Fijo","Trujillo","No Moroso"
58,"F",3,"No","No","No","No","No",14,"Fijo","Trujillo","No Moroso"
59,"F",5,"No","Si","Si","Si","No",14,"Fijo","Trujillo","Moroso"
59,"M",4,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
59,"F",2,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
59,"M",2,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
59,"F",0,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
59,"M",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
59,"M",0,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
60,"F",3,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
60,"M",3,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
60,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
60,"F",1,"No","No","No","Si","Si",14,"Variable","Trujillo","No Moroso"
60,"M",1,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
60,"F",0,"Si","Si","No","Si","No",14,"Variable","Trujillo","No Moroso"
60,"M",0,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
60,"F",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
60,"M",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
61,"F",3,"Si","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
61,"F",2,"No","Si","Si","No","No",14,"Fijo","Trujillo","No Moroso"
61,"F",1,"No","No","No","No","No",14,"Fijo","Trujillo","No Moroso"
61,"F",1,"No","Si","No","No","Si",14,"Fijo","Trujillo","No Moroso"
61,"M",0,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
62,"F",3,"No","No","No","Si","Si",14,"Fijo","Trujillo","No Moroso"
62,"F",1,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
62,"M",0,"Si","Si","Si","No","No",14,"Fijo","Trujillo","No Moroso"
63,"M",5,"No","No","No","No","No",14,"Variable","Trujillo","Moroso"
63,"F",2,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
63,"M",2,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
63,"M",0,"Si","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
63,"M",0,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
64,"F",4,"No","No","Si","Si","Si",14,"Fijo","Trujillo","Moroso"
64,"F",3,"No","No","No","Si","No",14,"Variable","Trujillo","No Moroso"
64,"M",2,"Si","Si","Si","Si","No",14,"Variable","Trujillo","No Moroso"
65,"F",1,"Si","Si","Si","No","No",14,"Variable","Trujillo","No Moroso"
66,"M",2,"Si","Si","Si","Si","Si",14,"Fijo","Trujillo","No Moroso"
68,"F",1,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
69,"F",2,"Si","No","No","No","No",14,"Variable","Trujillo","No Moroso"
69,"M",1,"No","No","Si","No","No",14,"Variable","Trujillo","No Moroso"
69,"M",1,"No","No","No","No","No",14,"Variable","Trujillo","No Moroso"
69,"F",0,"No","No","Si","No","Si",14,"Variable","Trujillo","No Moroso"
69,"M",0,"No","No","No","No","Si",14,"Variable","Trujillo","No Moroso"
69,"F",0,"No","Si","No","No","No",14,"Variable","Trujillo","No Moroso"
69,"F",0,"Si","No","Si","Si","No",14,"Variable","Trujillo","No Moroso"
73,"M",5,"Si","Si","Si","No","No",14,"Variable","Trujillo","Moroso"
73,"F",2,"Si","No","Si","Si","No",14,"Variable","Trujillo","No Moroso"
74,"F",1,"Si","Si","No","No","No",14,"Fijo","Trujillo","No Moroso"
